  -2.30371642      0.233518422    
  -1.95283425      0.636136413    
  -1.60195220      0.545259774    
  -1.25107002      0.306564838    
 -0.900187969      0.299087644    
 -0.549305797       2.99087632E-02
 -0.198423624       2.87584262E-03
  0.152458429       4.02617967E-03
  0.503340483       8.05235934E-03
  0.854222536       2.07060669E-02
   1.20510483       4.83141579E-02
   1.55598688       6.38437048E-02
   1.90686893       8.91511217E-02
   2.25775099       9.54779759E-02
   2.60863304      0.112157866    
   2.95951509       9.37524736E-02
   3.31039762       9.72034782E-02
   3.66127968       7.59222433E-02
   4.01216173       4.08369675E-02
   4.36304379       2.76080891E-02
   4.71392584       1.26537075E-02
   5.06480789       5.17651672E-03
   5.41568995       1.15033705E-03
   5.76657200       0.00000000    
   6.11745453       5.75168524E-04
   6.46833611       0.00000000    
